Date,Pic journalier consommation (MW),Température moyenne (°C),Température référence (°C),Consommation à température normale (MW),Consommation Brut (MW),IsHoliday,Year,Month,Day,Weekday,WeekOfYear,DayOfWeek,IsWeekend,Weekday Name,Consommation_Diff
2020-01-02,72399,6.1,4.6,66879,71354.5,0,2020,1,2,3,1,3,0,Thursday,7889.0
2020-01-03,69650,8.3,4.6,68430,70778.5,0,2020,1,3,4,1,4,0,Friday,-576.0
2020-01-04,67013,6.7,4.6,66059,47554.5,0,2020,1,4,5,1,5,1,Saturday,-23224.0
2020-01-05,68154,5.8,4.6,64850,47554.5,0,2020,1,5,6,1,6,1,Sunday,0.0
2020-01-06,78199,4.3,4.6,71935,68902.5,0,2020,1,6,0,2,0,0,Monday,21348.0
2020-01-07,75395,7.5,4.6,72718,64999.5,0,2020,1,7,1,2,1,0,Tuesday,-3903.0
2020-01-08,72099,9.4,4.7,73053,63585.0,0,2020,1,8,2,2,2,0,Wednesday,-1414.5
2020-01-09,70986,9.9,4.7,72734,71351.5,0,2020,1,9,3,2,3,0,Thursday,7766.5
2020-01-10,71833,8.0,4.7,72786,70749.0,0,2020,1,10,4,2,4,0,Friday,-602.5
2020-01-11,67959,5.8,4.7,67362,69331.0,0,2020,1,11,5,2,5,1,Saturday,-1418.0
2020-01-12,67520,5.8,4.7,65220,68413.0,0,2020,1,12,6,2,6,1,Sunday,-918.0
2020-01-13,76154,6.9,4.8,72106,68803.5,0,2020,1,13,0,3,0,0,Monday,390.5
2020-01-14,74060,9.2,4.8,74053,64878.5,0,2020,1,14,1,3,1,0,Tuesday,-3925.0
2020-01-15,73362,9.5,4.8,74585,63444.5,0,2020,1,15,2,3,2,0,Wednesday,-1434.0
2020-01-16,73103,8.7,4.9,73792,70221.5,0,2020,1,16,3,3,3,0,Thursday,6777.0
2020-01-17,72341,8.3,4.9,72633,70891.5,0,2020,1,17,4,3,4,0,Friday,670.0
2020-01-18,68537,5.2,4.9,67709,70291.5,0,2020,1,18,5,3,5,1,Saturday,-600.0
2020-01-19,71500,4.0,5.0,65590,69329.5,0,2020,1,19,6,3,6,1,Sunday,-962.0
2020-01-20,82131,3.7,5.0,73436,68844.5,0,2020,1,20,0,4,0,0,Monday,-485.0
2020-01-21,83103,3.4,5.1,74211,65436.5,0,2020,1,21,1,4,1,0,Tuesday,-3408.0
2020-01-22,83469,3.2,5.1,73909,64957.0,0,2020,1,22,2,4,2,0,Wednesday,-479.5
2020-01-23,82903,3.8,5.2,73433,73879.0,0,2020,1,23,3,4,3,0,Thursday,8922.0
2020-01-24,81098,4.0,5.2,72173,74952.0,0,2020,1,24,4,4,4,0,Friday,1073.0
2020-01-25,72367,5.1,5.2,66110,75232.5,0,2020,1,25,5,4,5,1,Saturday,280.5
2020-01-26,67981,6.9,5.3,63167,74603.5,0,2020,1,26,6,4,6,1,Sunday,-629.0
2020-01-27,77119,7.8,5.3,70765,72877.5,0,2020,1,27,0,5,0,0,Monday,-1726.0
2020-01-28,78079,7.5,5.4,72379,66331.0,0,2020,1,28,1,5,1,0,Tuesday,-6546.5
2020-01-29,75589,7.6,5.4,72051,62461.0,0,2020,1,29,2,5,2,0,Wednesday,-3870.0
2020-01-30,74098,8.9,5.5,71898,69713.0,0,2020,1,30,3,5,3,0,Thursday,7252.0
2020-01-31,68285,11.6,5.5,70646,71104.0,0,2020,1,31,4,5,4,0,Friday,1391.0
2020-02-01,61658,11.5,5.6,65682,70417.0,0,2020,2,1,5,5,5,1,Saturday,-687.0
2020-02-02,58819,12.6,5.6,64144,69875.0,0,2020,2,2,6,5,6,1,Sunday,-542.0
2020-02-03,66476,12.8,5.7,71388,66224.0,0,2020,2,3,0,6,0,0,Monday,-3651.0
2020-02-04,73541,8.2,5.8,72562,60620.0,0,2020,2,4,1,6,1,0,Tuesday,-5604.0
2020-02-05,74281,6.8,5.8,72610,58293.0,0,2020,2,5,2,6,2,0,Wednesday,-2327.0
2020-02-06,77773,4.8,5.9,71771,64929.5,0,2020,2,6,3,6,3,0,Thursday,6636.5
2020-02-07,78346,6.1,5.9,70776,68061.5,0,2020,2,7,4,6,4,0,Friday,3132.0
2020-02-08,65235,8.2,6.0,64411,69145.0,0,2020,2,8,5,6,5,1,Saturday,1083.5
2020-02-09,62923,9.9,6.0,62845,70186.0,0,2020,2,9,6,6,6,1,Sunday,1041.0
2020-02-10,70774,11.6,6.1,70806,69277.0,0,2020,2,10,0,7,0,0,Monday,-909.0
2020-02-11,73813,8.6,6.1,71675,62039.5,0,2020,2,11,1,7,1,0,Tuesday,-7237.5
2020-02-12,74019,6.9,6.2,70579,59804.5,0,2020,2,12,2,7,2,0,Wednesday,-2235.0
2020-02-13,74015,8.2,6.2,71162,66226.0,0,2020,2,13,3,7,3,0,Thursday,6421.5
2020-02-14,71090,9.5,6.3,69822,68381.0,0,2020,2,14,4,7,4,0,Friday,2155.0
2020-02-15,61714,9.4,6.4,63673,68636.5,0,2020,2,15,5,7,5,1,Saturday,255.5
2020-02-16,58650,12.4,6.4,62397,69208.0,0,2020,2,16,6,7,6,1,Sunday,571.5
2020-02-17,69894,9.4,6.5,68673,66412.0,0,2020,2,17,0,8,0,0,Monday,-2796.0
2020-02-18,71406,7.6,6.5,69131,60460.0,0,2020,2,18,1,8,1,0,Tuesday,-5952.0
2020-02-19,71643,7.9,6.6,69030,57333.5,0,2020,2,19,2,8,2,0,Wednesday,-3126.5
2020-02-20,70689,8.4,6.7,68614,64750.0,0,2020,2,20,3,8,3,0,Thursday,7416.5
2020-02-21,72366,7.2,6.7,67827,66695.5,0,2020,2,21,4,8,4,0,Friday,1945.5
2020-02-22,63134,8.5,6.8,62319,66810.0,0,2020,2,22,5,8,5,1,Saturday,114.5
2020-02-23,59648,10.8,6.8,60234,66240.0,0,2020,2,23,6,8,6,1,Sunday,-570.0
2020-02-24,66400,11.0,6.9,66949,65961.5,0,2020,2,24,0,9,0,0,Monday,-278.5
2020-02-25,70173,8.7,7.0,67216,60349.5,0,2020,2,25,1,9,1,0,Tuesday,-5612.0
2020-02-26,74913,6.0,7.0,68474,56881.5,0,2020,2,26,2,9,2,0,Wednesday,-3468.0
2020-02-27,75376,6.5,7.1,68575,62923.5,0,2020,2,27,3,9,3,0,Thursday,6042.0
2020-02-28,74210,7.2,7.2,67509,64350.5,0,2020,2,28,4,9,4,0,Friday,1427.0
2020-02-29,64404,9.4,7.2,61888,47554.5,0,2020,2,29,5,9,5,1,Saturday,-16796.0
2020-03-01,64707,8.1,7.2,59479,67553.0,0,2020,3,1,6,9,6,1,Sunday,19998.5
2020-03-02,74322,7.3,7.3,66166,68722.0,0,2020,3,2,0,10,0,0,Monday,1169.0
2020-03-03,75057,5.7,7.4,66680,67222.0,0,2020,3,3,1,10,1,0,Tuesday,-1500.0
2020-03-04,74092,6.8,7.5,66226,59987.5,0,2020,3,4,2,10,2,0,Wednesday,-7234.5
2020-03-05,73344,9.0,7.5,66401,58301.0,0,2020,3,5,3,10,3,0,Thursday,-1686.5
2020-03-06,72765,6.9,7.6,66496,66035.0,0,2020,3,6,4,10,4,0,Friday,7734.0
2020-03-07,64749,7.6,7.7,60684,67845.0,0,2020,3,7,5,10,5,1,Saturday,1810.0
2020-03-08,63009,8.9,7.8,57803,67387.0,0,2020,3,8,6,10,6,1,Sunday,-458.0
2020-03-09,71000,8.3,7.8,64070,66317.5,0,2020,3,9,0,11,0,0,Monday,-1069.5
2020-03-10,69258,10.4,7.9,65688,66446.5,0,2020,3,10,1,11,1,0,Tuesday,129.0
2020-03-11,64424,13.0,8.0,65008,60484.5,0,2020,3,11,2,11,2,0,Wednesday,-5962.0
2020-03-12,66189,11.0,8.1,64097,57179.5,0,2020,3,12,3,11,3,0,Thursday,-3305.0
2020-03-13,66615,8.7,8.2,62738,63861.0,0,2020,3,13,4,11,4,0,Friday,6681.5
2020-03-14,59616,8.8,8.2,56854,64516.5,0,2020,3,14,5,11,5,1,Saturday,655.5
2020-03-15,56196,10.2,8.3,54202,61895.0,0,2020,3,15,6,11,6,1,Sunday,-2621.5
2020-03-16,62227,10.1,8.4,59835,61416.5,0,2020,3,16,0,12,0,0,Monday,-478.5
2020-03-17,59163,11.1,8.5,58794,61229.0,0,2020,3,17,1,12,1,0,Tuesday,-187.5
2020-03-18,54156,11.9,8.6,56532,56060.0,0,2020,3,18,2,12,2,0,Wednesday,-5169.0
2020-03-19,51998,12.7,8.7,54925,52581.5,0,2020,3,19,3,12,3,0,Thursday,-3478.5
2020-03-20,51564,12.2,8.8,53746,57889.5,0,2020,3,20,4,12,4,0,Friday,5308.0
2020-03-21,52616,9.6,8.9,49878,56042.5,0,2020,3,21,5,12,5,1,Saturday,-1847.0
2020-03-22,52475,9.0,9.0,48394,53027.0,0,2020,3,22,6,12,6,1,Sunday,-3015.5
2020-03-23,55238,8.7,9.1,51479,51167.5,0,2020,3,23,0,13,0,0,Monday,-1859.5
2020-03-24,56190,7.9,9.2,51472,50019.0,0,2020,3,24,1,13,1,0,Tuesday,-1148.5
2020-03-25,57067,6.8,9.3,50619,48012.0,0,2020,3,25,2,13,2,0,Wednesday,-2007.0
2020-03-26,58248,6.5,9.4,49947,47492.0,0,2020,3,26,3,13,3,0,Thursday,-520.0
2020-03-27,55416,7.8,9.5,49340,50717.5,0,2020,3,27,4,13,4,0,Friday,3225.5
2020-03-28,52651,9.9,9.7,47059,51231.0,0,2020,3,28,5,13,5,1,Saturday,513.5
2020-03-29,56587,7.4,9.8,45461,51284.0,0,2020,3,29,6,13,6,1,Sunday,53.0
2020-03-30,62146,5.4,9.9,49394,51331.5,0,2020,3,30,0,14,0,0,Monday,47.5
2020-03-31,59202,7.1,10.0,48873,50482.5,0,2020,3,31,1,14,1,0,Tuesday,-849.0
2020-04-01,57290,7.9,10.1,48512,47017.0,0,2020,4,1,2,14,2,0,Wednesday,-3465.5
2020-04-02,57121,7.7,10.2,47818,47024.0,0,2020,4,2,3,14,3,0,Thursday,7.0
2020-04-03,54994,9.2,10.3,47590,52463.5,0,2020,4,3,4,14,4,0,Friday,5439.5
2020-04-04,51641,10.8,10.5,45594,51470.0,0,2020,4,4,5,14,5,1,Saturday,-993.5
2020-04-05,47350,13.7,10.6,44682,50439.0,0,2020,4,5,6,14,6,1,Sunday,-1031.0
2020-04-06,50031,12.9,10.7,47818,49759.5,0,2020,4,6,0,15,0,0,Monday,-679.5
2020-04-07,49593,14.5,10.8,49014,48624.5,0,2020,4,7,1,15,1,0,Tuesday,-1135.0
2020-04-08,48436,15.4,11.0,48979,45429.5,0,2020,4,8,2,15,2,0,Wednesday,-3195.0
2020-04-09,47286,15.9,11.1,48166,43012.5,0,2020,4,9,3,15,3,0,Thursday,-2417.0
2020-04-10,46143,16.5,11.2,47095,41301.5,0,2020,4,10,4,15,4,0,Friday,-1711.0
2020-04-11,43068,16.2,11.3,44439,46290.0,0,2020,4,11,5,15,5,1,Saturday,4988.5
2020-04-12,42907,15.6,11.5,42704,45648.5,0,2020,4,12,6,15,6,1,Sunday,-641.5
2020-04-13,44305,13.5,11.6,42569,44916.0,1,2020,4,13,0,16,0,0,Monday,-732.5
2020-04-14,49568,10.9,11.7,44953,43857.0,0,2020,4,14,1,16,1,0,Tuesday,-1059.0
2020-04-15,49460,13.0,11.9,46031,41134.5,0,2020,4,15,2,16,2,0,Wednesday,-2722.5
2020-04-16,48744,15.8,12.0,46848,39718.5,0,2020,4,16,3,16,3,0,Thursday,-1416.0
2020-04-17,47450,16.2,12.1,46000,47554.5,0,2020,4,17,4,16,4,0,Friday,7836.0
2020-04-18,43775,16.0,12.3,42858,44264.0,0,2020,4,18,5,16,5,1,Saturday,-3290.5
2020-04-19,44147,14.4,12.4,40852,44992.5,0,2020,4,19,6,16,6,1,Sunday,728.5
2020-04-20,49042,14.8,12.5,44634,44593.0,0,2020,4,20,0,17,0,0,Monday,-399.5
2020-04-21,49228,14.6,12.7,45350,43615.0,0,2020,4,21,1,17,1,0,Tuesday,-978.0
2020-04-22,48960,15.4,12.8,45660,40386.5,0,2020,4,22,2,17,2,0,Wednesday,-3228.5
2020-04-23,48130,16.1,12.9,45809,39168.0,0,2020,4,23,3,17,3,0,Thursday,-1218.5
2020-04-24,46915,16.2,13.1,44818,43408.5,0,2020,4,24,4,17,4,0,Friday,4240.5
2020-04-25,43154,15.4,13.2,41004,44131.0,0,2020,4,25,5,17,5,1,Saturday,722.5
2020-04-26,42590,14.9,13.3,39612,44261.5,0,2020,4,26,6,17,6,1,Sunday,130.5
2020-04-27,47277,15.0,13.4,43695,43841.0,0,2020,4,27,0,18,0,0,Monday,-420.5
2020-04-28,49562,13.8,13.6,44178,42887.5,0,2020,4,28,1,18,1,0,Tuesday,-953.5
2020-04-29,50019,12.9,13.7,43514,39417.0,0,2020,4,29,2,18,2,0,Wednesday,-3470.5
2020-04-30,50644,12.2,13.8,42741,38239.0,0,2020,4,30,3,18,3,0,Thursday,-1178.0
2020-05-01,45506,12.8,14.0,38232,39040.0,1,2020,5,1,4,18,4,0,Friday,801.0
2020-05-02,45539,13.7,14.1,39079,43561.5,0,2020,5,2,5,18,5,1,Saturday,4521.5
2020-05-03,44617,15.3,14.2,38317,43955.5,0,2020,5,3,6,18,6,1,Sunday,394.0
2020-05-04,49438,16.9,14.3,42815,43745.5,0,2020,5,4,0,19,0,0,Monday,-210.0
2020-05-05,49778,15.6,14.5,42869,47554.5,0,2020,5,5,1,19,1,0,Tuesday,3809.0
2020-05-06,48477,16.2,14.6,42968,39157.5,0,2020,5,6,2,19,2,0,Wednesday,-8397.0
2020-05-07,47704,16.9,14.7,42760,38272.0,0,2020,5,7,3,19,3,0,Thursday,-885.5
2020-05-08,43231,17.9,14.8,39137,38193.5,1,2020,5,8,4,19,4,0,Friday,-78.5
2020-05-09,42721,18.1,14.9,38377,42909.5,0,2020,5,9,5,19,5,1,Saturday,4716.0
2020-05-10,42630,16.6,15.1,37361,42484.5,0,2020,5,10,6,19,6,1,Sunday,-425.0
2020-05-11,51287,11.4,15.2,42123,42063.0,0,2020,5,11,0,20,0,0,Monday,-421.5
2020-05-12,52315,10.5,15.3,42186,47554.5,0,2020,5,12,1,20,1,0,Tuesday,5491.5
2020-05-13,53247,11.5,15.4,42625,37176.0,0,2020,5,13,2,20,2,0,Wednesday,-10378.5
2020-05-14,53123,11.9,15.6,42707,36412.0,0,2020,5,14,3,20,3,0,Thursday,-764.0
2020-05-15,51886,12.9,15.7,42479,42731.0,0,2020,5,15,4,20,4,0,Friday,6319.0
2020-05-16,45607,14.1,15.8,38765,43894.5,0,2020,5,16,5,20,5,1,Saturday,1163.5
2020-05-17,43249,15.1,15.9,36993,44434.5,0,2020,5,17,6,20,6,1,Sunday,540.0
2020-05-18,49193,16.8,16.0,42310,37754.5,0,2020,5,18,0,21,0,0,Monday,-6680.0
2020-05-19,49195,18.0,16.1,42791,43868.0,0,2020,5,19,1,21,1,0,Tuesday,6113.5
2020-05-20,49408,20.1,16.2,42467,39367.0,0,2020,5,20,2,21,2,0,Wednesday,-4501.0
2020-05-21,43647,21.4,16.3,37813,37122.0,1,2020,5,21,3,21,3,0,Thursday,-2245.0
2020-05-22,46092,20.1,16.4,39068,42168.0,0,2020,5,22,4,21,4,0,Friday,5046.0
2020-05-23,43825,16.0,16.6,37466,42624.5,0,2020,5,23,5,21,5,1,Saturday,456.5
2020-05-24,41917,15.4,16.7,35995,42324.0,0,2020,5,24,6,21,6,1,Sunday,-300.5
2020-05-25,48960,17.8,16.8,41751,47554.5,0,2020,5,25,0,22,0,0,Monday,5230.5
2020-05-26,49667,19.2,16.9,42874,39136.0,0,2020,5,26,1,22,1,0,Tuesday,-8418.5
2020-05-27,49816,19.6,17.0,42542,37273.0,0,2020,5,27,2,22,2,0,Wednesday,-1863.0
2020-05-28,49757,19.4,17.1,42363,35545.0,0,2020,5,28,3,22,3,0,Thursday,-1728.0
2020-05-29,49062,19.2,17.2,41776,37441.5,0,2020,5,29,4,22,4,0,Friday,1896.5
2020-05-30,43899,19.1,17.3,37724,42619.5,0,2020,5,30,5,22,5,1,Saturday,5178.0
2020-05-31,41616,19.3,17.4,35376,42525.5,0,2020,5,31,6,22,6,1,Sunday,-94.0
2020-06-01,43833,19.8,17.5,37037,42594.0,1,2020,6,1,0,23,0,0,Monday,68.5
2020-06-02,50700,21.0,17.6,42706,41914.5,0,2020,6,2,1,23,1,0,Tuesday,-679.5
2020-06-03,51055,19.2,17.7,43437,37687.0,0,2020,6,3,2,23,2,0,Wednesday,-4227.5
2020-06-04,51463,15.1,17.8,43703,35288.0,0,2020,6,4,3,23,3,0,Thursday,-2399.0
2020-06-05,50862,14.7,17.9,42787,47554.5,0,2020,6,5,4,23,4,0,Friday,12266.5
2020-06-06,45224,15.4,18.0,38175,42888.5,0,2020,6,6,5,23,5,1,Saturday,-4666.0
2020-06-07,43407,14.6,18.1,36312,43584.5,0,2020,6,7,6,23,6,1,Sunday,696.0
2020-06-08,50681,14.9,18.2,42361,43918.5,0,2020,6,8,0,24,0,0,Monday,334.0
2020-06-09,52178,14.5,18.3,43630,43601.0,0,2020,6,9,1,24,1,0,Tuesday,-317.5
2020-06-10,52401,14.8,18.4,44287,38971.5,0,2020,6,10,2,24,2,0,Wednesday,-4629.5
2020-06-11,52175,15.7,18.5,44470,37026.0,0,2020,6,11,3,24,3,0,Thursday,-1945.5
2020-06-12,51980,16.4,18.6,44011,43114.5,0,2020,6,12,4,24,4,0,Friday,6088.5
2020-06-13,46207,16.6,18.7,39268,44526.5,0,2020,6,13,5,24,5,1,Saturday,1412.0
2020-06-14,43690,17.2,18.8,37405,44835.5,0,2020,6,14,6,24,6,1,Sunday,309.0
2020-06-15,51323,17.5,18.9,43184,44967.0,0,2020,6,15,0,25,0,0,Monday,131.5
2020-06-16,52209,17.3,19.0,44352,44461.0,0,2020,6,16,1,25,1,0,Tuesday,-506.0
2020-06-17,52192,16.6,19.1,44442,39629.5,0,2020,6,17,2,25,2,0,Wednesday,-4831.5
2020-06-18,52051,16.5,19.1,44289,37585.5,0,2020,6,18,3,25,3,0,Thursday,-2044.0
2020-06-19,51586,17.0,19.2,43492,43721.5,0,2020,6,19,4,25,4,0,Friday,6136.0
2020-06-20,45969,18.8,19.3,39533,44851.5,0,2020,6,20,5,25,5,1,Saturday,1130.0
2020-06-21,43392,18.8,19.4,36904,44940.0,0,2020,6,21,6,25,6,1,Sunday,88.5
2020-06-22,51417,19.7,19.5,43555,44965.5,0,2020,6,22,0,26,0,0,Monday,25.5
2020-06-23,52448,22.3,19.6,44355,44320.0,0,2020,6,23,1,26,1,0,Tuesday,-645.5
2020-06-24,54132,24.7,19.7,44492,39763.0,0,2020,6,24,2,26,2,0,Wednesday,-4557.0
2020-06-25,54522,25.0,19.8,44804,37498.0,0,2020,6,25,3,26,3,0,Thursday,-2265.0
2020-06-26,53374,22.6,19.8,43878,44018.5,0,2020,6,26,4,26,4,0,Friday,6520.5
2020-06-27,46466,20.9,19.9,38741,45164.5,0,2020,6,27,5,26,5,1,Saturday,1146.0
2020-06-28,44070,19.7,20.0,37243,45554.5,0,2020,6,28,6,26,6,1,Sunday,390.0
2020-06-29,51855,19.1,20.1,43616,45885.0,0,2020,6,29,0,27,0,0,Monday,330.5
2020-06-30,52462,19.8,20.1,44921,44915.5,0,2020,6,30,1,27,1,0,Tuesday,-969.5
2020-07-01,53884,20.6,20.2,45565,39824.5,0,2020,7,1,2,27,2,0,Wednesday,-5091.0
2020-07-02,53192,19.2,20.3,45491,38040.0,0,2020,7,2,3,27,3,0,Thursday,-1784.5
2020-07-03,52321,18.3,20.4,45005,44471.0,0,2020,7,3,4,27,4,0,Friday,6431.0
2020-07-04,46685,19.5,20.4,40195,45675.0,0,2020,7,4,5,27,5,1,Saturday,1204.0
2020-07-05,45025,21.4,20.5,38229,46135.5,0,2020,7,5,6,27,6,1,Sunday,460.5
2020-07-06,52657,18.9,20.6,44283,46022.5,0,2020,7,6,0,28,0,0,Monday,-113.0
2020-07-07,53203,18.9,20.6,46020,45325.0,0,2020,7,7,1,28,1,0,Tuesday,-697.5
2020-07-08,54284,20.9,20.7,46462,40777.5,0,2020,7,8,2,28,2,0,Wednesday,-4547.5
2020-07-09,54968,23.1,20.7,46811,38840.5,0,2020,7,9,3,28,3,0,Thursday,-1937.0
2020-07-10,54150,20.4,20.8,45701,45098.5,0,2020,7,10,4,28,4,0,Friday,6258.0
2020-07-11,46850,19.4,20.9,40587,46473.0,0,2020,7,11,5,28,5,1,Saturday,1374.5
2020-07-12,45322,20.2,20.9,38239,46913.0,0,2020,7,12,6,28,6,1,Sunday,440.0
2020-07-13,50019,21.2,20.9,42529,47333.5,0,2020,7,13,0,29,0,0,Monday,420.5
2020-07-14,46229,20.0,21.0,40212,40357.5,1,2020,7,14,1,29,1,0,Tuesday,-6976.0
2020-07-15,53065,18.6,21.0,45658,41109.5,0,2020,7,15,2,29,2,0,Wednesday,752.0
2020-07-16,53312,18.6,21.1,46596,38725.0,0,2020,7,16,3,29,3,0,Thursday,-2384.5
2020-07-17,53259,20.3,21.1,46514,42814.5,0,2020,7,17,4,29,4,0,Friday,4089.5
2020-07-18,47253,21.5,21.1,41380,47554.5,0,2020,7,18,5,29,5,1,Saturday,4740.0
2020-07-19,45357,22.4,21.1,38653,45646.5,0,2020,7,19,6,29,6,1,Sunday,-1908.0
2020-07-20,53704,22.1,21.2,44988,46585.5,0,2020,7,20,0,30,0,0,Monday,939.0
2020-07-21,54005,21.9,21.2,46223,46370.0,0,2020,7,21,1,30,1,0,Tuesday,-215.5
2020-07-22,54012,21.6,21.2,46201,41417.0,0,2020,7,22,2,30,2,0,Wednesday,-4953.0
2020-07-23,54558,22.1,21.2,46600,38981.5,0,2020,7,23,3,30,3,0,Thursday,-2435.5
2020-07-24,53514,21.7,21.2,45638,45522.5,0,2020,7,24,4,30,4,0,Friday,6541.0
2020-07-25,47309,21.6,21.2,40762,46736.0,0,2020,7,25,5,30,5,1,Saturday,1213.5
2020-07-26,44974,21.4,21.2,38444,46713.5,0,2020,7,26,6,30,6,1,Sunday,-22.5
2020-07-27,53172,23.4,21.2,44690,46892.0,0,2020,7,27,0,31,0,0,Monday,178.5
2020-07-28,52914,21.8,21.2,45394,45989.5,0,2020,7,28,1,31,1,0,Tuesday,-902.5
2020-07-29,53269,21.6,21.2,46098,41102.0,0,2020,7,29,2,31,2,0,Wednesday,-4887.5
2020-07-30,54326,25.1,21.2,46047,38777.5,0,2020,7,30,3,31,3,0,Thursday,-2324.5
2020-07-31,54727,27.1,21.2,44799,45267.5,0,2020,7,31,4,31,4,0,Friday,6490.0
2020-08-01,47755,23.7,21.2,39552,45899.5,0,2020,8,1,5,31,5,1,Saturday,632.0
2020-08-02,43666,21.0,21.1,36971,46247.0,0,2020,8,2,6,31,6,1,Sunday,347.5
2020-08-03,48860,19.1,21.1,41361,46650.5,0,2020,8,3,0,32,0,0,Monday,403.5
2020-08-04,48850,19.1,21.1,42303,45815.5,0,2020,8,4,1,32,1,0,Tuesday,-835.0
2020-08-05,49456,21.6,21.0,42523,40623.0,0,2020,8,5,2,32,2,0,Wednesday,-5192.5
2020-08-06,50454,24.5,21.0,42785,37662.0,0,2020,8,6,3,32,3,0,Thursday,-2961.0
2020-08-07,51298,26.9,20.9,42282,41702.5,0,2020,8,7,4,32,4,0,Friday,4040.5
2020-08-08,47007,27.0,20.9,38798,42453.0,0,2020,8,8,5,32,5,1,Saturday,750.5
2020-08-09,45387,27.3,20.8,36745,42713.0,0,2020,8,9,6,32,6,1,Sunday,260.0
2020-08-10,51254,26.1,20.8,41278,43042.5,0,2020,8,10,0,33,0,0,Monday,329.5
2020-08-11,52068,26.1,20.7,42367,43131.5,0,2020,8,11,1,33,1,0,Tuesday,89.0
2020-08-12,51601,25.3,20.7,41703,39838.5,0,2020,8,12,2,33,2,0,Wednesday,-3293.0
2020-08-13,49959,22.3,20.6,40867,38040.0,0,2020,8,13,3,33,3,0,Thursday,-1798.5
2020-08-14,49151,21.7,20.5,40997,42335.5,0,2020,8,14,4,33,4,0,Friday,4295.5
2020-08-15,44515,22.5,20.4,37800,38304.5,1,2020,8,15,5,33,5,1,Saturday,-4031.0
2020-08-16,42671,21.3,20.4,36092,42968.0,0,2020,8,16,6,33,6,1,Sunday,4663.5
2020-08-17,48739,20.6,20.3,40478,42102.0,0,2020,8,17,0,34,0,0,Monday,-866.0
2020-08-18,49720,21.5,20.2,41849,41789.5,0,2020,8,18,1,34,1,0,Tuesday,-312.5
2020-08-19,50621,22.2,20.1,42472,47554.5,0,2020,8,19,2,34,2,0,Wednesday,5765.0
2020-08-20,51887,25.0,20.0,42513,36548.0,0,2020,8,20,3,34,3,0,Thursday,-11006.5
2020-08-21,52276,24.1,19.9,41882,41187.5,0,2020,8,21,4,34,4,0,Friday,4639.5
2020-08-22,46363,21.4,19.9,38181,42473.5,0,2020,8,22,5,34,5,1,Saturday,1286.0
2020-08-23,43435,19.8,19.8,36439,43109.5,0,2020,8,23,6,34,6,1,Sunday,636.0
2020-08-24,50911,19.2,19.6,42617,43864.5,0,2020,8,24,0,35,0,0,Monday,755.0
2020-08-25,52361,21.1,19.5,43880,43660.0,0,2020,8,25,1,35,1,0,Tuesday,-204.5
2020-08-26,52672,20.9,19.4,44268,39673.5,0,2020,8,26,2,35,2,0,Wednesday,-3986.5
2020-08-27,52696,20.4,19.3,44491,37402.5,0,2020,8,27,3,35,3,0,Thursday,-2271.0
2020-08-28,52379,18.4,19.2,43600,43169.5,0,2020,8,28,4,35,4,0,Friday,5767.0
2020-08-29,45735,15.8,19.1,39126,44988.0,0,2020,8,29,5,35,5,1,Saturday,1818.5
2020-08-30,44225,15.7,19.0,37446,45259.0,0,2020,8,30,6,35,6,1,Sunday,271.0
2020-08-31,51424,16.4,18.9,43791,45368.0,0,2020,8,31,0,36,0,0,Monday,109.0
2020-09-01,52002,16.6,18.8,45070,44466.5,0,2020,9,1,1,36,1,0,Tuesday,-901.5
2020-09-02,52437,17.3,18.6,45482,39579.5,0,2020,9,2,2,36,2,0,Wednesday,-4887.0
2020-09-03,52450,19.6,18.5,45489,37806.0,0,2020,9,3,3,36,3,0,Thursday,-1773.5
2020-09-04,52843,21.1,18.4,44919,44113.0,0,2020,9,4,4,36,4,0,Friday,6307.0
2020-09-05,46571,18.7,18.3,39306,45413.5,0,2020,9,5,5,36,5,1,Saturday,1300.5
2020-09-06,44512,16.6,18.2,37650,45502.5,0,2020,9,6,6,36,6,1,Sunday,89.0
2020-09-07,51603,17.0,18.0,43979,45836.0,0,2020,9,7,0,37,0,0,Monday,333.5
2020-09-08,52553,19.0,17.9,45270,45354.0,0,2020,9,8,1,37,1,0,Tuesday,-482.0
2020-09-09,53436,20.4,17.8,45241,39923.0,0,2020,9,9,2,37,2,0,Wednesday,-5431.0
2020-09-10,53032,20.2,17.7,45281,38026.5,0,2020,9,10,3,37,3,0,Thursday,-1896.5
2020-09-11,52808,20.1,17.5,44676,44500.0,0,2020,9,11,4,37,4,0,Friday,6473.5
2020-09-12,47040,19.4,17.4,39671,45826.0,0,2020,9,12,5,37,5,1,Saturday,1326.0
2020-09-13,44629,20.8,17.3,37605,45878.0,0,2020,9,13,6,37,6,1,Sunday,52.0
2020-09-14,53516,23.3,17.2,43905,45852.5,0,2020,9,14,0,38,0,0,Monday,-25.5
2020-09-15,54579,23.6,17.0,45019,45308.5,0,2020,9,15,1,38,1,0,Tuesday,-544.0
2020-09-16,54714,22.7,16.9,45212,40394.0,0,2020,9,16,2,38,2,0,Wednesday,-4914.5
2020-09-17,53437,21.9,16.8,44571,38328.5,0,2020,9,17,3,38,3,0,Thursday,-2065.5
2020-09-18,53103,21.5,16.6,44183,45007.5,0,2020,9,18,4,38,4,0,Friday,6679.0
